_id,id,username,followers,text,hashtags,created,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cada2"")",1.23992E+18,mikelking,8568,RT @TeaPainUSA: Trump’s going to use #Covid19 as a campaign disinformation delivery system.  He’ll start blamin’ blue state Dems for their…,"[{text"":""Covid19""","45]}]""","2020-03-17T14:27:22.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cada3"")",1.23992E+18,Trentin15,479,RT @arisbubbly: TRUMP JUST SAID CORONA IS GOING TO LAST UNTIL JULY OR AUGUST... INTROVERTS WE WON https://t.co/YRNwFDki1q,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cada4"")",1.23992E+18,imcosta1,1525,RT @scarylawyerguy: He's a lying piece of shit who gets fellated by the media when he doesn't fling his own poo at the camera. We know. htt…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cada5"")",1.23992E+18,hcheryl,659,RT @marklevinshow: Democrats, with a celebratory media,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cada6"")",1.23992E+18,cpmanntx,172,RT @charliekirk11: The president is doing everything he can to lead America through this crisis, including calling for a National Day of Pr…,"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cada7"")",1.23992E+18,ludwig_mike,1442,Years of Austerity Weakened the Public Health Response to Coronavirus,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
The #coronavirus crisis is def on Trump. And… https://t.co/5HFqSmMCp7,"[{text"":""coronavirus""",indices:[75,"87]}]""","2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cada8"")",1.23992E+18,baberly4,198,RT @Mikel_Jollett: LITERALLY EVERY SCIENTIST AND DOCTOR ON EARTH FOR THE PAST TWO MONTHS: ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
“This is bad. Really bad.”,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
TRUMP [TODAY]: “Nob…,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cada9"")",1.23992E+18,ad0237,3018,RT @itsJeffTiedrich: @realDonaldTrump failing united states president ignored a pandemic for a month and then called it a democrat hoax and…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadaa"")",1.23992E+18,smalltownandrew,78681,RT @PatriotDLynn: ATTENTION ALL “NEW ACCOUNT” TRUMP-SUPPORTING PATRIOTS 🇺🇸,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Please make it clear in YOUR BIO that you support @realDonaldTr…,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadab"")",1.23992E+18,AncientWanderer,144,RT @CREWcrew: Nepotism and personal loyalty tests are a recipe for mismanagement in the best of times. In a crisis, they’re disastrous.,,,,,,,,,,,,,
htt…,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadac"")",1.23992E+18,Kissmygrits2017,324,RT @ericgarland: hey guys Putin is going to sue us 🤣 https://t.co/ELP8zP6MEv,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadad"")",1.23992E+18,kelvinbagwell02,1133,RT @TheDailyShow: Trump's Oval Office address was a disaster, but the blooper reel that came with it? Comedy gold. https://t.co/oqgrqwA0kv,"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadae"")",1.23992E+18,LisaSenauke,1590,RT @itsJeffTiedrich: @realDonaldTrump failing united states president ignored a pandemic for a month and then called it a democrat hoax and…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadaf"")",1.23992E+18,schmitty2115,7106,RT @MissILmom: Gavin Newsom is a Smug, Arrogant,,,,,,,,,,,,,
His picture is under the Definition of Evil...,,,,,,,,,,,,,,,,,,
I LOVE Animals &amp; Agree that…,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadb0"")",1.23992E+18,1947viking,683,Lies catch up w/ Trump, daily!!!👎 &lt;&gt;TrumpVideo emerges showing Trump talking about cutting pandemic team in 2018,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadb1"")",1.23992E+18,issueno28,52,RT @darrengrimes_: Using the spread of a deadly virus to try and score a few points against the Foreign Secretary by attempting to have him…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadb2"")",1.23992E+18,TrumpWatchNews,1066,RT @ASlavitt: NEW: Trump claims the virus will be gone by July or August.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
I talked to a number of people to see what they thought. I would…,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadb3"")",1.23992E+18,JimMoye5,189,RT @HKrassenstein: BREAKING:  The NYT is now reporting that Jared Kushner repeatedly advised President Trump that the media’s coverage was…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadb4"")",1.23992E+18,JustWhatNowWhy,22736,RT @LoveYourLifeHon: @JustWhatNowWhy @LJH79651214 @IvankaTrump If Trump refused the WHO test kits in order to benefit himself in any way, h…,"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadb5"")",1.23992E+18,lubin1943,1309,RT @JeffBlueWave1: Oops, looks like he did take responsibility for firing the Global Pandemic team back in 2018. #TrumpCoronaDisaster ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Vid…,"[{text"":""TrumpCoronaDisaster""",indices:[113,"133]}]""","2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadb6"")",1.23992E+18,ShanChan_37,1538,RT @jaketapper: Prominent former business leader texts me about his continued concerns about WH: “It’s good that the president finally seem…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadb7"")",1.23992E+18,WantNews,538,RT @rise_alien: The folks trying to convince me that Biden and Sanders are just as evil as Trump are the same ones that tried to use that s…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadb8"")",1.23992E+18,6nsinvt,2225,RT @mayawiley: #Barr DOJ sends foreign governments a signal that if you interfere in our elections, we might just give you a pass. #Trump’s…,indices:[15,20]},"{""text"":""Trump""",indices:[131,"137]}]""","2020-03-17T14:27:22.000Z""""",,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadb9"")",1.23992E+18,david_reacher,489,RT @Yamiche: Pres Trump changed his entire tone during today's WH briefing on coronavirus. He was somber. He said U.S. &amp; world had no contr…,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadba"")",1.23992E+18,ms_SIB,9035,RT @pimpnamedApril: Pictorial representation of eye service,[],,,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadbb"")",1.23992E+18,PicsByGB,3433,RT @funder: BREAKING: Ebola research physician says “Trump can’t spin death,” recommends cities take drastic measures #coronavirus #covid19…,indices:[118,130]},"{""text"":""covid19""",indices:[131,"139]}]""","2020-03-17T14:27:22.000Z""""",,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadbc"")",1.23992E+18,newsdove,132,RT @glennkirschner2: Hey All. Can we talk about 1 of the few topics I may actually know too much about: homicide? Specifically, whether Don…,"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de4fc4dbc3d94b4cadbd"")",1.23992E+18,AliasHandler,397,RT @Zac_Petkanas: This is really extraordinary leadership by @NYGovCuomo,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Huge contrast with Donald Trump and @NYCMayor,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadbe"")",1.23992E+18,OluAlege,1843,RT @NorbertElekes: BREAKING: France's president suspends payment of taxes, rent, gas, and electricity bills for companies during cor…,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadbf"")",1.23992E+18,MACUSA2019,3086,RT @ScottPresler: @realDonaldTrump Thank you, President Trump. ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
I’m voting for you on Tuesday, November 3rd,2020,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
My vote is locked in.,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadc0"")",1.23992E+18,CGDuck5,5225,RT @JackPosobiec: They have headlines but we have influence ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
That's why they have so much disdain for us,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadc1"")",1.23992E+18,jkava14,157,Real leadership from @GovWhitmer,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadc2"")",1.23992E+18,JosephJFlynn,73,"@RSeanStewart @hughhewitt @realDonaldTrump ""When (China) started building temporary hospitals ….Trump was PLAYING G… https://t.co/Ju2jp6fSue",[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadc3"")",1.23992E+18,Tshermen85,9,#NAME?,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadc4"")",1.23992E+18,msohadi,17,Wow! Prophetic? No, just common fucking sense! Trump is a criminal!,"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadc5"")",1.23992E+18,dianaslasso,4884,RT @joelockhart: He just completely unsuited to be President,  After downplaying the risks for months,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadc6"")",1.23992E+18,anders_aslund,39044,RT @Biz_Ukraine_Mag: Ukraine’s pro-Russian MPs plot new front with Putin: Viktor Medvedchuk led a delegation of deputies to Moscow last wee…,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadc7"")",1.23992E+18,blackjack_kyl,88,RT @stupitalupita: DAMNIT GOD I SAID DONALD TRUMP NOT IDRIS ELBA  https://t.co/PkuTMlHUIn,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadc8"")",1.23992E+18,dworthington59,67,RT @DailyCaller: Jennifer Rubin says that more Republicans will die of coronavirus than Democrats because President Trump and right-wing me…,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadc9"")",1.23992E+18,HiggsMandy,453,RT @SenSherrodBrown: Not true, @realDonaldTrump. I wrote to you more than 600 days ago demanding answers after you fired the entire White H…,"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadca"")",1.23992E+18,niagoddess1,27,RT @BarbraStreisand: Trump said he knew nothing about the Administration shuttering its pandemic response team. Here are the words of the p…,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadcb"")",1.23992E+18,bookcrossingfan,349,‘Hoax’ Is So Last Week. Now Fox Praises Trump for Virus Emergency. https://t.co/3gzEzjU32E via @thedailybeast,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadcc"")",1.23992E+18,DanielaCalota1,478,RT @ShirlCosk: What a scum bag  😬🤨,,,,,,,,,,,,,,
Trump attempts to bribe German scientists into giving US “exclusive rights” on Covid-19 vaccine they are…,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadcd"")",1.23992E+18,StevenBorn5,957,@Fiorella_im And if this is the crap the democratic parties keeps offering I rather have Trump lol  They deserve to… https://t.co/N7acBmDZ56,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadce"")",1.23992E+18,JoanW07724804,6,RT @chrislhayes: A reminder that *right now* the Trump administration is suing to destroy the entire Affordable Care Act. All of it.,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadcf"")",1.23992E+18,listenalways914,417,RT @itsJeffTiedrich: @realDonaldTrump failing united states president ignored a pandemic for a month and then called it a democrat hoax and…,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadd0"")",1.23992E+18,JanetTokich,21,RT @robreiner: While we all hunker down and face this crisis, quietly the DOJ drops charges against Russian companies that helped Trump win…,"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadd1"")",1.23992E+18,LaOvejaNegra_,201,RT @BryanDeanWright: Trump called it the “Chinese Virus.”,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
This was not a slip.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
His intel staff has made clear that China is spreading pro…,[],"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadd2"")",1.23992E+18,Richard46792154,2,One idiot advising another idiot.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Kushner Repeatedly Advised Trump the Media Was Exaggerating Coronavirus Threat,… https://t.co/NNWMhm2X79,[],"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadd3"")",1.23992E+18,welladriansays,674,RT @DeanObeidallah: Trump's response to the coronavirus is NOT his Katrina. It's Trump's Chernobyl- complete with lying to the public and u…,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadd4"")",1.23992E+18,DevilsKetchup,355,"RT @adamscrabble: ""In emergency such as pandemic", the country must forego an election,[],"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadd5"")",1.23992E+18,Erinschwartz17,2272,RT @FrankSowa1: BREAKING UPDATE - Google puts  $375 million into Kushners Oscar Health &amp; the new COVID-19 test kit operation which is now p…,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadd6"")",1.23992E+18,2020fixion,8,RT @thebradfordfile: Obama, Bush, our manufacturing, our wealth, our prosperity, and our safety.,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Trump ra…,[],"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadd7"")",1.23992E+18,ab0ateng_,2494,RT @kwesidansog: @quagrainej1 Stop asking useless questions. President where my 150 at 🗣,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadd8"")",1.23992E+18,youngsneil3,5859,RT @JeffBlueWave1: Oops, looks like he did take responsibility for firing the Global Pandemic team back in 2018. #TrumpCoronaDisaster ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Vid…,"[{text"":""TrumpCoronaDisaster""",indices:[113,"133]}]""","2020-03-17T14:27:23.000Z""""",,,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadd9"")",1.23992E+18,rx7outkast,39,RT @charliekirk11: The president is doing everything he can to lead America through this crisis, including calling for a National Day of Pr…,"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadda"")",1.23992E+18,CheruiyotBKevin,524,It is time to go back to God. From floods, desert locusts and now COVID19... 🙏 https://t.co/0C2nalaOml,"2020-03-17T14:27:22.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4caddb"")",1.23992E+18,_likeahurricane,120,RT @FrankSowa1: BREAKING UPDATE - Google puts  $375 million into Kushners Oscar Health &amp; the new COVID-19 test kit operation which is now p…,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4caddc"")",1.23992E+18,Anonymousm3_,708,RT @NorbertElekes: BREAKING: France's president suspends payment of taxes, rent, gas, and electricity bills for companies during cor…,[],"2020-03-17T14:27:23.000Z""""",,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4caddd"")",1.23992E+18,ellipse_chris,81,RT @craigunger: Video emerges showing Trump talking about cutting pandemic team in 2018, despite saying last week 'I didn't know about it'…,"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadde"")",1.23992E+18,YongKhor1,2112,Teach him management 101 https://t.co/ssGbT84bJW,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4caddf"")",1.23992E+18,TheRealDJMJR,2992,RT @MrDiddy85: If Joe Biden believes the Vice President must be a Woman then why not the President?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Well Exactly... The left do like to pu…,[],"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cade0"")",1.23992E+18,443cd0192d7947f,41,RT @chrislhayes: A reminder that *right now* the Trump administration is suing to destroy the entire Affordable Care Act. All of it.,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cade1"")",1.23992E+18,maryjane0250,3491,RT @WalshFreedom: Tomorrow, I’ll do something I’ve never done before. I’ll vote in the Democratic Primary.,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Donald Trump is a unique &amp; dang…,[],"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cade2"")",1.23992E+18,ThecharlesWelch,0,"@eugenegu @realDonaldTrump The world refers to the President as ""the American Idiot""",[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cade3"")",1.23992E+18,crystalnt2clear,301,RT @paqjonathan: Hispanic families are screwed,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cade4"")",1.23992E+18,SheilaHowingto1,1354,It’s money involved like trump&amp;kush, sneaking mitch will push things through with the public so busy right now🤬,"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cade5"")",1.23992E+18,john_abrahamson,4270,RT @JenBrooks727: @AngharadAstrid @ChrisLu44 He was a mediocre intellect who failed for 8 years and was only concerned about being “the coo…,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cade6"")",1.23992E+18,MarvelousJTM_56,827,RT @NFL_Memes: Trump: “I advise people not to gather in groups of 10 or more” ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Phillip Rivers’ kids: https://t.co/DIHYz1MT0J,[],"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cade7"")",1.23992E+18,elieedougie,1,RT @GordonGChang: For six weeks, #China's foreign ministry has been spreading #coronavirus disinformation about the #US. Thursday,"[{text"":""China""",indices:[33,39]},"{""text"":""coronavirus""",indices:[78,90]},"{""text"":""US""",indices:[116,"119]}]""","2020-03-17T14:27:23.000Z""""",,,
"ObjectId(""5e70de50c4dbc3d94b4cade8"")",1.23992E+18,marcsavard,4308,RT @birbigs: The fake news media told us about this virus more than a month ago but our fake president refused to hear it. Now it feels pre…,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cade9"")",1.23992E+18,davidmweissman,116603,He's been tweeting all morning, can you imagine what the reaction would be from Republicans if Obama did this durin… https://t.co/kU8TpEOYve,"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadea"")",1.23992E+18,7Crawdadz,477,RT @JackPosobiec: Coronavirus shows Donald Trump was right all this time about China https://t.co/KSuw1myaaE,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadeb"")",1.23992E+18,ravanan0010,139,RT @samskirt22: This is BULLSHIT! This county has 1 case and a shut down will destroy so many lives. If you are vulnerable stay home! Im no…,[],,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4cadec"")",1.23992E+18,SheWhoRises,44948,Here is Trump in 2018 discussing firing the federal government’s pandemic response team: ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
“We don’t need them.”,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 https://t.co/1pzyV2SW8J,[],"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,,,,,,
"ObjectId(""5e70de50c4dbc3d94b4caded"")",1.23992E+18,missamy1226,5955,This is fucking criminal!!!!,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadee"")",1.23992E+18,cindyjintheOC,5905,RT @DearAuntCrabby: Trump is the ONLY President in US history to be SO full of shit that he caused the ENTIRE COUNTRY to run out of toilet…,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadef"")",1.23992E+18,arkylicious,528,RT @morten: Trump on March 12: “We have ’em very heavily tested. If an American’s coming back, or anybody’s coming back,[],"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadf0"")",1.23992E+18,KTattoo41,1173,What Democrats wanted....return to Obamas hell,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadf1"")",1.23992E+18,linmp1031,6648,RT @m_clem: HT @charlesjkenny, who understood at the time the gravity of the President’s deadly decision.,"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadf2"")",1.23992E+18,laurie600,260,RT @glennkirschner2: Hey All. Can we talk about 1 of the few topics I may actually know too much about: homicide? Specifically, whether Don…,"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadf3"")",1.23992E+18,ScottHetrick4,369,RT @TwitchyTeam: ‘Bigger than red vs blue’: @redsteeze SHREDS media for helping China blame U.S. for coronavirus because they hate Trump ht…,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadf4"")",1.23992E+18,alley167,74483,RT @TheGeneral_0: I hope that you're not happy about the market crashing because I've worked and saved for 40 years. I hope that's not the…,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadf5"")",1.23992E+18,verticalrepeat,2704,"RT @MontyBoa99: @realDonaldTrump Speaking of ""failing""", POUTS,[],"2020-03-17T14:27:23.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadf6"")",1.23992E+18,dkg153,91,"RT @thehill: JUST IN: Trump knocks Cuomo on coronavirus response: ""Andrew"," keep politics out of it...."" https://t.co/HSNfoamUaB https://t.c…","2020-03-17T14:27:23.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadf7"")",1.23992E+18,krbclt,7418,RT @Nick_Carmody: 2) The virus exposes the danger of an incompetent Sociopathic Narcissistic president who is pathologically incapable of p…,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadf8"")",1.23992E+18,RaucousRooster,158,RT @RalphNader: Democrats need to push for Medicare For All to protect those at risk from coronavirus. Piecemeal legislation is not enough.…,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadf9"")",1.23992E+18,Rochon77020915,31,RT @SteveSchmidtSES: The concept of cowardice is one that we don’t speak enough about. It is a contemptible trait and antithetical to virtu…,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadfa"")",1.23992E+18,Amazoni40967881,587,RT @B52Malmet: It’s a swab up a nostril! For some one familiar with sticking stuff up his nose this is a disingenuous answer. He didn’t tak…,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadfb"")",1.23992E+18,sedihboy,35,Bro just cancel the league. I don’t want liverpool to win 😩😩😓,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadfc"")",1.23992E+18,knittinginny,5888,RT @eugenegu: @realDonaldTrump That’s his power as President. But while everyone else can get used to it, what about the Asian American fir…,"2020-03-17T14:27:24.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadfd"")",1.23992E+18,Sebby_LO,4521,RT @Whitb_xx: LOOL BUDDEN FOR PRESIDENT PLS,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadfe"")",1.23992E+18,Gabes_Abuela,22,RT @Jazzlaro: PAY ATTENTION VERY CLOSELY AMERICA WE MAY BE AT A FORCED TIPPING POINT FOR REAL CHANGE THAT WE DON'T WANT. Trump has UPSET TH…,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cadff"")",1.23992E+18,realJohnCurley,660,RT @WPJohnWagner: Trump administration seeks roughly $850 billion in emergency stimulus to confront coronavirus economic fallout, via @eric…,"2020-03-17T14:27:24.000Z""""",,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cae00"")",1.23992E+18,Iamcessi,14,RT @officialQUEST: If @VicoSotto runs for President one day.. I will support him, write the most inspiring anthem for his campaign,[],"2020-03-17T14:27:24.000Z""""",,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cae01"")",1.23992E+18,vet2980,238,RT @thedailybeast: Trump lashes out at the governor of Michigan shortly after she condemned his “slow” and “mind-boggling” response to the…,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cae02"")",1.23992E+18,Papi_EstaGuapo,1748,RT @ReturnedMack: Lord I’ve seen what you’ve done for others.,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cae03"")",1.23992E+18,MsAvaArmstrong,105531,RT @EmeraldRobinson: Larry Kudlow just told me that Trump Administration is considering cutting taxes for companies that relocate their sup…,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cae04"")",1.23992E+18,matthew_eyler,94,RT @JonathanMerritt: Honestly ask yourself these two questions:,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1) If coronavirus had originated in Pennsylvania or Ohio, do you think Tru…,[],"2020-03-17T14:27:24.000Z""""",,,,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cae05"")",1.23992E+18,thatnewbs,1587,Trump got me and @FullTimeBully_ mentality. I wouldn’t claim that virus either fr lmao,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cae06"")",1.23992E+18,ShrutiJParmar,129,RT @GeorgeTakei: We need to rename Covid-19. Trump likes to call it the Chinese Virus. Huh. How about Covid-45?,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cae07"")",1.23992E+18,psontheimer,42,RT @shomikdutta: This is a great reminder of how Trump lied about and ignored a clear and present danger to his fellow Americans: https://t…,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cae08"")",1.23992E+18,PieterJanssen16,30,@doylebob @GovWhitmer Grow up? Tell that to the ‘president’ 😂😂😂,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cae09"")",1.23992E+18,Flomoll,3069,RT @NorskLadyWolf: @NathanLerner @catwalkb9 And that’s just the date when there was a confirmed case HERE. Trump and his minions should hav…,[],,,,,,,,,,,,,
"ObjectId(""5e70de51c4dbc3d94b4cae0a"")",1.23992E+18,lillymckim,10809,RT @iamjumpingin: This crap reminds of the time when it wasn't okay to call a terrorist a Islamic terrorist... Or when saying Merry Christm…,[],,,,,,,,,,,,,
